type,status,priority,estimatedHours,budget,expectedViews,expectedClicks,expectedLeads,expectedConversions,expectedCTR,expectedConversionRate,platforms,channel,complexityScore,riskLevel,delayHours,reopenCount,actualDurationHours
COPYWRITING,TO_DO,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,32,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,32
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,24,2000.00,42000,1600,90,24,3.81,0.57,"Instagram;TikTok",Social,3,2,0.00,0,24
CONTENT_CREATION,IN_REVIEW,HIGH,40,3000.00,52000,2100,130,34,4.04,0.62,YouTube,Video,4,3,0.00,0,40
EMAIL,IN_PROGRESS,MEDIUM,12,720.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,38,7600.00,140000,6000,340,85,4.29,0.61,"Facebook;LinkedIn",Social,4,3,0.00,0,38
CONTENT_CREATION,TO_DO,MEDIUM,17,880.00,11000,420,26,7,3.82,0.64,Website,Content,3,2,0.00,0,17
EMAIL,IN_REVIEW,LOW,4,160.00,6500,280,16,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,50,21000.00,340000,15000,800,200,4.76,0.59,Google,SEM,5,4,0.00,1,50
ANALYTICS,TO_DO,CRITICAL,88,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,88
DESIGN,IN_REVIEW,MEDIUM,16,900.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,5,170.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_PROGRESS,HIGH,30,1800.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CAMPAIGN,IN_PROGRESS,HIGH,120,26000.00,420000,18000,900,230,4.29,0.55,"Facebook;Google",Multi,4,3,0.00,0,120
CAMPAIGN,IN_PROGRESS,HIGH,92,13500.00,210000,8800,420,110,4.19,0.52,"Facebook;Instagram",Multi,4,3,0.00,0,92
CONTENT_CREATION,TO_DO,MEDIUM,11,560.00,7200,300,20,6,4.17,0.83,Website,Content,3,2,0.00,0,11
SEO,IN_REVIEW,HIGH,26,1300.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,26
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,14,980.00,27000,1100,55,13,3.85,0.48,"Instagram;TikTok",Social,3,2,0.00,0,14
EMAIL,TO_DO,LOW,3,70.00,2200,90,6,2,4.09,0.36,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,44,15500.00,260000,11500,580,145,4.42,0.56,Google,SEM,5,3,0.00,1,44
ANALYTICS,IN_REVIEW,CRITICAL,60,3400.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,60
DESIGN,TO_DO,MEDIUM,10,720.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,10
COPYWRITING,IN_PROGRESS,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,MEDIUM,20,3400.00,48000,1900,95,24,3.96,0.50,Display,Programmatic,4,2,0.00,0,20
SOCIAL_MEDIA,DONE,HIGH,36,5200.00,98000,4000,210,52,4.08,0.54,"Facebook;LinkedIn",Social,4,2,0.00,0,36
CONTENT_CREATION,IN_PROGRESS,HIGH,30,2600.00,38000,1500,80,20,3.95,0.53,YouTube,Video,4,3,0.00,0,30
EMAIL,IN_REVIEW,MEDIUM,9,560.00,16000,700,40,10,4.38,0.63,Email,Email,3,2,0.00,0,9
DESIGN,TO_DO,LOW,5,140.00,0,0,0,0,0.00,0.00,Display,Creative,2,1,0.00,0,5
ANALYTICS,TO_DO,HIGH,28,1500.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,28
SEO,IN_PROGRESS,MEDIUM,16,820.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,16
CAMPAIGN,TO_DO,CRITICAL,240,32000.00,520000,24000,1200,320,4.62,0.61,"Facebook;Google",Multi,5,4,0.00,0,240
CONTENT_CREATION,TO_DO,LOW,4,180.00,2000,80,6,2,3.89,0.67,Website,Content,2,1,0.00,0,4
EMAIL,DONE,LOW,3,95.00,5200,220,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,48,18500.00,320000,14500,720,175,4.46,0.56,Google,SEM,5,4,0.00,1,48
DESIGN,IN_REVIEW,MEDIUM,20,1250.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,20
ANALYTICS,IN_PROGRESS,MEDIUM,16,780.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,16
SEO,TO_DO,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,6
SOCIAL_MEDIA,IN_PROGRESS,HIGH,40,9200.00,165000,7200,390,98,4.36,0.60,"Instagram;TikTok",Social,4,3,0.00,0,40
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1380.00,19500,760,44,12,3.90,0.59,Website,Content,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,14,840.00,20500,920,52,14,4.52,0.66,Email,Email,3,2,0.00,0,14
PPC,TO_DO,MEDIUM,26,4900.00,87000,3700,185,46,4.25,0.53,Display,Programmatic,4,2,0.00,0,26
ANALYTICS,IN_REVIEW,HIGH,32,1850.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,32
DESIGN,TO_DO,LOW,7,220.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,4,160.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,18,1280.00,31000,1150,58,15,3.71,0.47,"LinkedIn;Twitter",Social,3,2,0.00,0,18
CONTENT_CREATION,IN_PROGRESS,HIGH,34,2700.00,49000,2000,120,32,4.08,0.65,YouTube,Video,4,3,0.00,0,34
EMAIL,TO_DO,LOW,3,100.00,3000,120,7,2,4.00,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,CRITICAL,80,48000.00,760000,38000,1900,480,5.00,0.64,Google,SEM,5,4,0.00,2,80
ANALYTICS,TO_DO,CRITICAL,96,5600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,96
DESIGN,IN_REVIEW,MEDIUM,18,1000.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_PROGRESS,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,34
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,24,2200.00,43000,1650,92,25,3.84,0.58,"Facebook;Instagram",Social,3,2,0.00,0,24
CONTENT_CREATION,TO_DO,MEDIUM,16,920.00,10500,420,28,8,3.81,0.76,Website,Content,3,2,0.00,0,16
EMAIL,IN_REVIEW,LOW,4,150.00,6800,300,18,4,4.41,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,38,12800.00,210000,9500,480,120,4.52,0.57,Google,SEM,5,3,0.00,1,38
ANALYTICS,IN_REVIEW,CRITICAL,64,3600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,64
DESIGN,IN_PROGRESS,MEDIUM,14,860.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
COPYWRITING,IN_PROGRESS,LOW,5,180.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_REVIEW,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
CAMPAIGN,IN_PROGRESS,HIGH,116,29000.00,480000,22000,1100,280,4.48,0.59,"Facebook;Google",Multi,4,3,0.00,0,116
CONTENT_CREATION,TO_DO,LOW,8,260.00,3600,150,10,3,3.75,0.67,Website,Content,2,1,0.00,0,8
EMAIL,DONE,LOW,3,90.00,5000,210,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,56,27000.00,440000,22000,1100,300,4.44,0.56,Google,SEM,5,4,0.00,2,56
DESIGN,IN_REVIEW,MEDIUM,22,1420.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,22
ANALYTICS,IN_PROGRESS,MEDIUM,18,920.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,18
SEO,TO_DO,LOW,5,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,5
SOCIAL_MEDIA,IN_PROGRESS,HIGH,46,10000.00,180000,8000,420,105,4.44,0.58,"Instagram;TikTok",Social,4,3,0.00,0,46
CONTENT_CREATION,IN_REVIEW,MEDIUM,24,1520.00,23000,950,55,14,4.13,0.61,Website,Content,3,2,0.00,0,24
EMAIL,IN_PROGRESS,MEDIUM,16,1000.00,24000,1150,60,16,4.79,0.67,Email,Email,3,2,0.00,0,16
PPC,TO_DO,MEDIUM,30,7400.00,120000,5400,270,70,4.50,0.56,Display,Programmatic,4,3,0.00,0,30
ANALYTICS,IN_REVIEW,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,TO_DO,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,54,15500.00,300000,13000,650,160,4.33,0.57,"Facebook;LinkedIn",Social,4,3,0.00,0,54
CONTENT_CREATION,TO_DO,MEDIUM,20,1120.00,15000,600,36,10,4.00,0.67,Website,Content,3,2,0.00,0,20
EMAIL,IN_REVIEW,LOW,4,160.00,7000,300,18,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,42,16500.00,270000,12000,600,150,4.29,0.54,Google,SEM,5,3,0.00,1,42
ANALYTICS,TO_DO,CRITICAL,72,4200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,72
DESIGN,IN_REVIEW,MEDIUM,16,940.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,26,2100.00,42000,1600,90,24,3.81,0.57,"Facebook;Instagram",Social,3,2,0.00,0,26
CONTENT_CREATION,IN_REVIEW,HIGH,38,3100.00,54000,2200,140,36,4.07,0.66,YouTube,Video,4,3,0.00,0,38
EMAIL,IN_PROGRESS,MEDIUM,12,760.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,48,14200.00,270000,11500,560,150,4.29,0.55,"Instagram;TikTok",Social,4,3,0.00,0,48
CONTENT_CREATION,TO_DO,MEDIUM,18,980.00,13000,480,28,8,3.69,0.61,Website,Content,3,2,0.00,0,18
EMAIL,IN_REVIEW,LOW,4,150.00,7000,300,18,4,4.29,0.57,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,46,17000.00,280000,12000,600,150,4.29,0.54,Google,SEM,5,4,0.00,1,46
ANALYTICS,TO_DO,CRITICAL,80,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,80
DESIGN,IN_REVIEW,MEDIUM,18,1000.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,5,170.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_PROGRESS,HIGH,30,1800.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CAMPAIGN,IN_PROGRESS,HIGH,120,26000.00,420000,18000,900,230,4.29,0.55,"Facebook;Google",Multi,4,3,0.00,0,120
CAMPAIGN,IN_PROGRESS,HIGH,82,13000.00,200000,8500,420,105,4.25,0.53,"Facebook;Instagram",Multi,4,3,0.00,0,82
CONTENT_CREATION,TO_DO,MEDIUM,10,500.00,6500,260,18,5,4.00,0.69,Website,Content,3,2,0.00,0,10
SEO,IN_REVIEW,MEDIUM,17,900.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,17
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,13,850.00,23000,900,45,11,3.91,0.48,"Instagram;TikTok",Social,3,2,0.00,0,13
EMAIL,TO_DO,LOW,2,60.00,1800,70,5,1,3.89,0.31,Email,Email,1,1,0.00,0,2
PPC,IN_PROGRESS,HIGH,38,12000.00,190000,8500,420,110,4.47,0.56,Google,SEM,5,3,0.00,1,38
ANALYTICS,IN_REVIEW,CRITICAL,52,3000.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,52
DESIGN,TO_DO,MEDIUM,11,700.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,11
COPYWRITING,IN_PROGRESS,LOW,6,220.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,MEDIUM,20,3200.00,42000,1700,85,20,4.05,0.51,Display,Programmatic,4,2,0.00,0,20
SOCIAL_MEDIA,DONE,HIGH,30,4800.00,90000,3600,180,45,4.00,0.50,"Facebook;LinkedIn",Social,4,2,0.00,0,30
CONTENT_CREATION,IN_PROGRESS,HIGH,34,2600.00,42000,1600,95,26,3.81,0.62,YouTube,Video,4,3,0.00,0,34
EMAIL,IN_REVIEW,MEDIUM,9,520.00,14000,600,35,9,4.29,0.64,Email,Email,3,2,0.00,0,9
DESIGN,TO_DO,LOW,5,150.00,0,0,0,0,0.00,0.00,Display,Creative,2,1,0.00,0,5
ANALYTICS,TO_DO,HIGH,26,1400.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,26
SEO,IN_PROGRESS,MEDIUM,14,720.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,14
CAMPAIGN,TO_DO,CRITICAL,200,26000.00,380000,17000,900,230,4.47,0.61,"Facebook;Google",Multi,5,4,0.00,0,200
CONTENT_CREATION,TO_DO,LOW,4,170.00,1800,70,6,2,3.89,0.67,Website,Content,2,1,0.00,0,4
EMAIL,DONE,LOW,3,95.00,5200,220,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,46,17000.00,260000,11000,560,140,4.23,0.54,Google,SEM,5,3,0.00,1,46
DESIGN,IN_REVIEW,MEDIUM,18,1100.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
ANALYTICS,IN_PROGRESS,MEDIUM,16,760.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,16
SEO,TO_DO,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,6
SOCIAL_MEDIA,IN_PROGRESS,HIGH,40,9000.00,160000,7000,380,95,4.38,0.59,"Instagram;TikTok",Social,4,3,0.00,0,40
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1350.00,19000,750,42,11,3.95,0.58,Website,Content,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,14,820.00,20000,900,50,13,4.50,0.65,Email,Email,3,2,0.00,0,14
PPC,TO_DO,MEDIUM,26,4800.00,85000,3600,180,45,4.24,0.53,Display,Programmatic,4,2,0.00,0,26
ANALYTICS,IN_REVIEW,HIGH,32,1800.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,32
DESIGN,TO_DO,LOW,7,210.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,3,120.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,3
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,16,1100.00,26000,900,45,11,3.46,0.42,"Instagram;Pinterest",Social,3,2,0.00,0,16
CONTENT_CREATION,IN_PROGRESS,HIGH,36,2400.00,38000,1500,85,22,3.95,0.58,YouTube,Video,4,3,0.00,0,36
EMAIL,TO_DO,LOW,2,55.00,1200,50,3,1,4.17,0.25,Email,Email,1,1,0.00,0,2
PPC,IN_PROGRESS,HIGH,40,12500.00,200000,9000,450,110,4.50,0.55,Google,SEM,5,3,0.00,1,40
ANALYTICS,IN_REVIEW,CRITICAL,50,2800.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,50
DESIGN,IN_PROGRESS,MEDIUM,12,760.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,12
COPYWRITING,IN_REVIEW,LOW,8,260.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,8
SEO,TO_DO,MEDIUM,10,520.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,10
SOCIAL_MEDIA,IN_PROGRESS,HIGH,36,6200.00,100000,4200,220,55,4.20,0.55,"Facebook;LinkedIn",Social,4,3,0.00,0,36
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1300.00,18000,700,40,11,3.89,0.61,Website,Content,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,13,780.00,19000,850,48,12,4.47,0.63,Email,Email,3,2,0.00,0,13
PPC,TO_DO,MEDIUM,24,3600.00,60000,2600,130,32,4.33,0.55,Display,Programmatic,4,2,0.00,0,24
ANALYTICS,IN_PROGRESS,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,30
DESIGN,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,170.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,34,5600.00,95000,3800,210,52,4.00,0.55,"Facebook;Instagram",Social,4,3,0.00,0,34
CONTENT_CREATION,TO_DO,MEDIUM,17,880.00,11000,420,26,7,3.82,0.64,Website,Content,3,2,0.00,0,17
EMAIL,IN_REVIEW,LOW,4,160.00,6500,280,16,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,50,21000.00,340000,15000,800,200,4.76,0.59,Google,SEM,5,4,0.00,1,50
ANALYTICS,TO_DO,CRITICAL,88,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,88
DESIGN,IN_REVIEW,MEDIUM,16,900.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,5,170.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_PROGRESS,HIGH,30,1800.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CAMPAIGN,IN_PROGRESS,HIGH,100,22000.00,350000,15000,800,200,4.55,0.57,"Facebook;Google",Multi,4,3,0.00,0,100
CONTENT_CREATION,TO_DO,MEDIUM,13,720.00,9500,360,24,6,3.79,0.63,Website,Content,3,2,0.00,0,13
EMAIL,IN_PROGRESS,MEDIUM,8,480.00,13000,560,32,8,4.31,0.62,Email,Email,3,2,0.00,0,8
PPC,IN_REVIEW,MEDIUM,22,4200.00,70000,3000,160,40,4.29,0.57,Display,Programmatic,4,2,0.00,0,22
ANALYTICS,TO_DO,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,TO_DO,LOW,5,130.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,5
SEO,IN_PROGRESS,MEDIUM,20,1100.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,20
SOCIAL_MEDIA,IN_REVIEW,HIGH,28,5000.00,90000,3600,200,50,4.00,0.56,"Facebook;Instagram",Social,4,3,0.00,0,28
CONTENT_CREATION,IN_PROGRESS,MEDIUM,19,980.00,13000,480,28,8,3.69,0.61,Website,Content,3,2,0.00,0,19
EMAIL,TO_DO,LOW,3,95.00,2800,110,6,2,4.00,0.64,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,44,14500.00,240000,11000,560,140,4.55,0.58,Google,SEM,5,3,0.00,1,44
ANALYTICS,IN_REVIEW,CRITICAL,68,4200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,68
DESIGN,IN_PROGRESS,MEDIUM,16,900.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,32,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,32
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,24,2000.00,42000,1600,90,24,3.81,0.57,"Instagram;TikTok",Social,3,2,0.00,0,24
CONTENT_CREATION,IN_REVIEW,HIGH,40,3000.00,52000,2100,130,34,4.04,0.62,YouTube,Video,4,3,0.00,0,40
EMAIL,IN_PROGRESS,MEDIUM,12,720.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,38,7600.00,140000,6000,340,85,4.29,0.61,"Facebook;LinkedIn",Social,4,3,0.00,0,38
CONTENT_CREATION,TO_DO,MEDIUM,17,880.00,11000,420,26,7,3.82,0.64,Website,Content,3,2,0.00,0,17
EMAIL,IN_REVIEW,LOW,4,160.00,6500,280,16,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,50,21000.00,340000,15000,800,200,4.76,0.59,Google,SEM,5,4,0.00,1,50
ANALYTICS,TO_DO,CRITICAL,88,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,88
DESIGN,IN_REVIEW,MEDIUM,16,900.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,5,170.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_PROGRESS,HIGH,30,1800.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CAMPAIGN,IN_PROGRESS,HIGH,120,26000.00,420000,18000,900,230,4.29,0.55,"Facebook;Google",Multi,4,3,0.00,0,120
CAMPAIGN,IN_PROGRESS,HIGH,88,14500.00,210000,9200,460,115,4.38,0.55,"Facebook;Instagram",Multi,4,3,0.00,0,88
CONTENT_CREATION,TO_DO,MEDIUM,9,520.00,6800,260,16,5,3.82,0.59,Website,Content,3,2,0.00,0,9
SEO,IN_REVIEW,HIGH,26,1350.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,26
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,14,980.00,27000,1100,55,13,3.85,0.48,"Instagram;TikTok",Social,3,2,0.00,0,14
EMAIL,TO_DO,LOW,3,65.00,2100,85,6,2,3.92,0.32,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,46,17500.00,260000,11500,580,145,4.42,0.56,Google,SEM,5,3,0.00,1,46
ANALYTICS,IN_REVIEW,CRITICAL,58,3600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,58
DESIGN,TO_DO,MEDIUM,11,720.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,11
COPYWRITING,IN_PROGRESS,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,MEDIUM,20,3400.00,48000,1900,95,24,3.96,0.50,Display,Programmatic,4,2,0.00,0,20
SOCIAL_MEDIA,DONE,HIGH,32,5200.00,98000,4000,210,52,4.08,0.54,"Facebook;LinkedIn",Social,4,2,0.00,0,32
CONTENT_CREATION,IN_PROGRESS,HIGH,30,2600.00,38000,1500,80,20,3.95,0.53,YouTube,Video,4,3,0.00,0,30
EMAIL,IN_REVIEW,MEDIUM,10,560.00,16000,700,40,10,4.38,0.63,Email,Email,3,2,0.00,0,10
DESIGN,TO_DO,LOW,5,140.00,0,0,0,0,0.00,0.00,Display,Creative,2,1,0.00,0,5
ANALYTICS,TO_DO,HIGH,28,1500.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,28
SEO,IN_PROGRESS,MEDIUM,15,820.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,15
CAMPAIGN,TO_DO,CRITICAL,210,28000.00,420000,19000,1000,260,4.52,0.62,"Facebook;Google",Multi,5,4,0.00,0,210
CONTENT_CREATION,TO_DO,LOW,4,170.00,1800,70,6,2,3.89,0.67,Website,Content,2,1,0.00,0,4
EMAIL,DONE,LOW,3,95.00,5200,220,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,48,18000.00,300000,14000,700,170,4.44,0.57,Google,SEM,5,4,0.00,1,48
DESIGN,IN_REVIEW,MEDIUM,20,1200.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,20
ANALYTICS,IN_PROGRESS,MEDIUM,16,760.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,16
SEO,TO_DO,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,6
SOCIAL_MEDIA,IN_PROGRESS,HIGH,40,9000.00,160000,7000,380,95,4.38,0.59,"Instagram;TikTok",Social,4,3,0.00,0,40
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1350.00,19000,750,42,11,3.95,0.58,Website,Content,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,14,820.00,20000,900,50,13,4.50,0.65,Email,Email,3,2,0.00,0,14
PPC,TO_DO,MEDIUM,26,4800.00,85000,3600,180,45,4.24,0.53,Display,Programmatic,4,2,0.00,0,26
ANALYTICS,IN_REVIEW,HIGH,32,1800.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,32
